isbn13,isbn10,title,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,title_and_subtitle,tagged_description,simple_categories
9780939666508,0939666502,Yosemite,Margaret Sanborn,History,http://books.google.com/books/content?id=8zwJAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Recounts the history of Yosemite, covering the Awahneeches, its first inhabitants, the explorers who introduced it to the outside world, and the naturalists who struggled to protect it",1989.0,3.96,289.0,23.0,"Yosemite: Its Discovery, Its Wonders and Its People","9780939666508 Recounts the history of Yosemite, covering the Awahneeches, its first inhabitants, the explorers who introduced it to the outside world, and the naturalists who struggled to protect it",Nonfiction
9780940450738,0940450739,"Collected tales, sketches, speeches, and essays 1891-1910",Mark Twain,"Humorous stories, American",http://books.google.com/books/content?id=hhzGwQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This with its companion volume is the most comprehensive collection ever published of Mark Twain's short writings: the incomparable stories, sketches and maxims of American's greatest humorist.",1992.0,4.39,1050.0,199.0,"Collected tales, sketches, speeches, and essays 1891-1910: 1891-1910","9780940450738 This with its companion volume is the most comprehensive collection ever published of Mark Twain's short writings: the incomparable stories, sketches and maxims of American's greatest humorist.",Fiction
9780946487509,0946487502,On the Trail of Mary Queen of Scots,J. Keith Cheetham,Biography & Autobiography,http://books.google.com/books/content?id=w6ogOYZvE2wC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Traces the tumultuous life of Mary Stuart, who became queen at the age of one week and was eventually beheaded for plotting against her cousin, Queen Elizabeth I",1999.0,3.27,192.0,11.0,On the Trail of Mary Queen of Scots,"9780946487509 Traces the tumultuous life of Mary Stuart, who became queen at the age of one week and was eventually beheaded for plotting against her cousin, Queen Elizabeth I",Nonfiction
9780960989867,0960989862,The Twelve Steps and Twelve Traditions of Overeaters Anonymous,"Overeaters Anonymous, Inc. (U.S.)",Self-Help,http://books.google.com/books/content?id=pGeWAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Explains the twelve steps of Overeaters Anonymous, its program of recovery for food addiction, and the twelve traditions, the principles that guide its groups and services.",1993.0,4.37,221.0,200.0,The Twelve Steps and Twelve Traditions of Overeaters Anonymous,"9780960989867 Explains the twelve steps of Overeaters Anonymous, its program of recovery for food addiction, and the twelve traditions, the principles that guide its groups and services.",Nonfiction
9780964326194,0964326191,The Eye of the I,David R. Hawkins,"Body, Mind & Spirit",http://books.google.com/books/content?id=uKgXAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""This is the second volume of a trilogy which began with ""Power vs. force"" and will be completed by the publications of the third volume simply entitled ""I""--P. [4] of cover.",2001.0,4.38,432.0,707.0,The Eye of the I,"9780964326194 ""This is the second volume of a trilogy which began with ""Power vs. force"" and will be completed by the publications of the third volume simply entitled ""I""--P. [4] of cover.",Fiction
9780965020596,0965020592,Fahrenheit 451,Ray Bradbury,Book burning,,"A bookburner official in a future fascist state finds out books are a vital part of a culture he never knew. He clandestinely pursues reading, until he is betrayed.",2001.0,3.98,190.0,185.0,Fahrenheit 451,"9780965020596 A bookburner official in a future fascist state finds out books are a vital part of a culture he never knew. He clandestinely pursues reading, until he is betrayed.",Fiction
9780965604925,0965604926,The Rape of Nanking,Iris Chang,"Nanjing (Jiangsu Sheng, China)",,"The Japanese army swept into the ancient city of Anaking and within weeks looted and burned the defenseless city but raped, tortured, and murdered more than 300,000 Chinese.",1997.0,4.12,290.0,59.0,The Rape of Nanking,"9780965604925 The Japanese army swept into the ancient city of Anaking and within weeks looted and burned the defenseless city but raped, tortured, and murdered more than 300,000 Chinese.",Nonfiction
9780972016414,0972016414,The Player's Handbook,Heidi Fleiss;Libby Keatinge,Family & Relationships,http://books.google.com/books/content?id=a6NbAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Well-versed in the intricacies of the male psyche, the infamous Hollywood Madam offers time-tested strategies and hard-won wisdom on how to survive the love-go-round and come out on top.",2003.0,3.82,123.0,34.0,The Player's Handbook: The Ultimate Guide on Dating and Relationships,"9780972016414 Well-versed in the intricacies of the male psyche, the infamous Hollywood Madam offers time-tested strategies and hard-won wisdom on how to survive the love-go-round and come out on top.",Nonfiction
9780972018418,0972018417,Eating for Life,Bill Phillips,Health & Fitness,http://books.google.com/books/content?id=rzqENbD0IUgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The popular fitness author explains how to achieve a healthy lifestyle and avoid dieting by planning balanced, nutritious meals and offers 150 nourishing recipes for breakfasts, lunches, dinners, and desserts.",2003.0,3.95,405.0,788.0,Eating for Life,"9780972018418 The popular fitness author explains how to achieve a healthy lifestyle and avoid dieting by planning balanced, nutritious meals and offers 150 nourishing recipes for breakfasts, lunches, dinners, and desserts.",Nonfiction
9780972393614,0972393617,Ultimate Unofficial Guide to the Mysteries of Harry Potter,Galadriel Waters;Astre Mithrandir,Literary Criticism,http://books.google.com/books/content?id=73QFJ7cN-yoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A guide to J.K. Rowling's first four Harry Potter novels analyzes mysterious elements, themes, and puzzles hidden throughout the works and speculates about the plots and endings of future volumes.",2003.0,4.05,412.0,2725.0,Ultimate Unofficial Guide to the Mysteries of Harry Potter,"9780972393614 A guide to J.K. Rowling's first four Harry Potter novels analyzes mysterious elements, themes, and puzzles hidden throughout the works and speculates about the plots and endings of future volumes.",Nonfiction
9780974514055,0974514055,Programming Ruby,David Thomas,Computers,http://books.google.com/books/content?id=wX9jQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A tutorial and reference to the object-oriented programming language for beginning to experienced programmers, updated for version 1.8, describes the language's structure, syntax, and operation, and explains how to build applications. Original. (Intermediate)",2004.0,4.04,828.0,1525.0,Programming Ruby: The Pragmatic Programmers' Guide,"9780974514055 A tutorial and reference to the object-oriented programming language for beginning to experienced programmers, updated for version 1.8, describes the language's structure, syntax, and operation, and explains how to build applications. Original. (Intermediate)",Nonfiction
9780976882305,0976882302,The Giraffe who was Afraid of Heights,David A. Ufer,Juvenile Fiction,http://books.google.com/books/content?id=j2IzKQUJB4IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This is a facinating tale about a young giraffe who suffers from a fear of heights. Along his journey, he meets new animal friends with ironic fears of their own.",2006.0,3.81,32.0,34.0,The Giraffe who was Afraid of Heights,"9780976882305 This is a facinating tale about a young giraffe who suffers from a fear of heights. Along his journey, he meets new animal friends with ironic fears of their own.",Children's Fiction
9781400031368,1400031362,Morality for Beautiful Girls,Alexander McCall Smith,Fiction,http://books.google.com/books/content?id=JTV3COlWawMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Precious Ramotswe investigates two very different cases--the alleged poisoning of the brother of an important government official, and the moral character of the finalists of the Miss Beauty and Integrity Contest.",2002.0,3.98,227.0,32047.0,Morality for Beautiful Girls,"9781400031368 Precious Ramotswe investigates two very different cases--the alleged poisoning of the brother of an important government official, and the moral character of the finalists of the Miss Beauty and Integrity Contest.",Fiction
9781400032051,1400032059,1491,Charles C. Mann,History,http://books.google.com/books/content?id=XhAqcIq_pGcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Describes how recent archaeological research has transformed long-held myths about the Americas, revealing far older and more advanced cultures with a greater population than were previously thought to have existed.",2006.0,4.02,541.0,51593.0,1491: New Revelations of the Americas Before Columbus,"9781400032051 Describes how recent archaeological research has transformed long-held myths about the Americas, revealing far older and more advanced cultures with a greater population than were previously thought to have existed.",Nonfiction
9781400032532,1400032539,His Excellency,Joseph J. Ellis,Biography & Autobiography,http://books.google.com/books/content?id=2Y9Rko9sT3kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Draws on the Washington papers from archives at the University of Virginia to chronicle George Washington's military career and presidential years, discussing his struggle to keep an emerging America united and other accomplishments.",2005.0,3.92,320.0,31485.0,His Excellency: George Washington,"9781400032532 Draws on the Washington papers from archives at the University of Virginia to chronicle George Washington's military career and presidential years, discussing his struggle to keep an emerging America united and other accomplishments.",Nonfiction
9781400032716,1400032717,The curious incident of the dog in the night-time,Mark Haddon,Fiction,,"Despite his overwhelming fear of interacting with people, Christopher, a mathematically-gifted, autistic fifteen-year-old boy, decides to investigate the murder of a neighbor's dog and uncovers secret information about his mother.",2003.0,3.87,226.0,991627.0,The curious incident of the dog in the night-time: a novel,"9781400032716 Despite his overwhelming fear of interacting with people, Christopher, a mathematically-gifted, autistic fifteen-year-old boy, decides to investigate the murder of a neighbor's dog and uncovers secret information about his mother.",Fiction
9781400032921,140003292X,The Complete Short Novels,Anton Pavlovich Chekhov,Fiction,http://books.google.com/books/content?id=8PYXDDec5vQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A new translation of the nineteenth-century Russian master's short classics includes The Steppe, The Duel, The Story of an Unknown Man, Three Years, and My Life. Reprint. 12,500 first printing.",2005.0,4.47,548.0,10275.0,The Complete Short Novels,"9781400032921 A new translation of the nineteenth-century Russian master's short classics includes The Steppe, The Duel, The Story of an Unknown Man, Three Years, and My Life. Reprint. 12,500 first printing.",Fiction
9781400032952,1400032954,Isaac Newton,James Gleick,Biography & Autobiography,http://books.google.com/books/content?id=aJNnuToKNOwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In this original, sweeping, and intimate biography, Gleick moves between a comprehensive historical portrait and a dramatic focus on Newton's significant letters and unpublished notebooks to illuminate the real importance of his work.",2004.0,3.83,288.0,5132.0,Isaac Newton,"9781400032952 In this original, sweeping, and intimate biography, Gleick moves between a comprehensive historical portrait and a dramatic focus on Newton's significant letters and unpublished notebooks to illuminate the real importance of his work.",Nonfiction
9781400033881,1400033888,Istanbul,Orhan Pamuk,Biography & Autobiography,http://books.google.com/books/content?id=m-qJDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A portrait of one of the world's most complex and diverse cities interweaves the history of Istanbul with observations and reflections on the city's landmarks, art, people, institutions, and great spaces.",2006.0,3.78,356.0,11391.0,Istanbul,"9781400033881 A portrait of one of the world's most complex and diverse cities interweaves the history of Istanbul with observations and reflections on the city's landmarks, art, people, institutions, and great spaces.",Nonfiction
